id,caption,media_type,media_product_type,media_url,thumbnail_url,permalink,timestamp,like_count,comments_count
18148346668418655,"✨ What a weekend!

Our soft opening at Gentem Center Pacific Place kicked off with creativity, self-care, and lots of good energy.

From mug painting to personal branding sessions and a little pampering time with Emina, each activity brought our community closer and reminded us why we love creating together. 💫

And guess what? We’re just getting started, there’s still more to come!
Stay tuned for the next series of experiences happening at Gentem Pacific Place. Click the link in our bio to register yourself! 

#GentemAtPacificPlace #GentemExperience #wallstreetenglish",VIDEO,REELS,https://scontent-ord5-3.cdninstagram.com/o1/v/t2/f2/m86/AQOTyYRCiJ046L6drFBckkLCFxJpFdmEhlnkiud_jhtpHkk65B7njJCBSU5K3pZJsYk5p5MLOWMmx6OVbfW2_0uTjdt6cHFZ4XuXw24.mp4?_nc_cat=106&_nc_sid=5e9851&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_ohc=kjLYEthPS6oQ7kNvwE8g2t_&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTk5NzQ1NTI3NzcxODMwNywidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjM0LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=a34fd1b2bb3995ac&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8xNzQ1NjM1NzNFMzRGNkNDRDZDOEE5Qjg5NzA2RTBCMF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTE9RNGlCeU91Q0w1LUVDQUlqSGRWeEF1TlF0YnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmxuzDxJmrjAcVAigCQzMsF0BBFT987ZFoGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&edm=AL-3X8kEAAAA&_nc_zt=28&oh=00_Afe7hBYgK3666JbLA0DQKXqKSw377GcCeSx6a2XsEqih9w&oe=68FA7ACF,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/568107001_18531214537047350_5001066557183188895_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=ZYw8bmO-HjMQ7kNvwEWSzy3&_nc_oc=AdntT27gjAIGcXNqjK_m9J6KoYFsZc2fStJDM7MkjMTgjnbJwMk-L_6dC4zFnR6zCkY&_nc_zt=23&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&oh=00_AfetZ6t02yX8SX8e_Y-0LbNVGGcgr7tBXgHTbZWGzMMkXw&oe=68FE5DBD,https://www.instagram.com/reel/DQB8GfAk86I/,2025-10-20T12:02:37+0000,32,0
17945257713062811,"We’re officially back at Gentem Center Pacific Place!

This time, everything’s designed to make your learning experience feel more inspiring, more complete, and more connected 🌟

Join us as we celebrate our return with a lineup of fun and meaningful activities, from workshops and meet-ups to pampering sessions and more!

🔗 Register through the link in bio to join our upcoming events!

#WallStreetEnglish #LifeLongLearningStartHere #NaikLevel #GentemCenter #PacificPlaceJakarta #softopening",CAROUSEL_ALBUM,FEED,https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/564339323_18530087788047350_1017296963719350245_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=duFQRu15TcoQ7kNvwHt6P1q&_nc_oc=AdnFJo5t4yqkih8En8ysvjOprDBtGZIE8jkNlfrXZeebkFXV_sfiAbws9UoJDw1_HZE&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&oh=00_Afdrv15g6MAj_E7PqPQtUp8nwwQt9vxDDqSbxBQgMwp28g&oe=68FE7606,,https://www.instagram.com/p/DP0uZxhE3xD/,2025-10-15T08:51:35+0000,33,0
18042908663442923,"Do you agree with this saying?
“Resilience is about bouncing back.”

These days, adaptability isn’t just a nice-to-have, it’s essential.
Learning how to strengthen it helps you stay ahead at work and grow with every change.

Start small. Adjust how you work, add new routines, and build habits that make you more adaptable every day.

Ready to take the first step?
Book your free consultation through the link in our bio.

#WallStreetEnglish #NaikLevel #CareerGrowth #Adaptability",CAROUSEL_ALBUM,FEED,https://scontent-ord5-3.cdninstagram.com/v/t39.30808-6/560118136_1308132854686754_8945988764668925098_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=104&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=1S6UKyj2YOEQ7kNvwEWzyA3&_nc_oc=AdnaOU41O2RyG8vBWcsdKoMzTqH3N6AbfCVMMUqzmf_sPhvFk6osOjsHOd9lo383zAg&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&oh=00_AffbLNuASCfFM-GAMU45X2DwLTFCRWsETlmXUzVGyXtMxw&oe=68FE50FC,,https://www.instagram.com/p/DPyYceBkY-D/,2025-10-14T11:01:14+0000,16,0
18154801186401276,"Not many people realise that being “indispensable” doesn’t always guarantee job security.
To grow and thrive at work, it takes more than just effort, it takes continuous growth.

These 3 keys can help you build real value, the kind that opens doors to new opportunities and leadership roles.

So the real question is: where do you start?

👇 Find out more below, and click the link in our bio for a free consultation!

#wallstreetenglish #naiklevel #CareerGrowth",CAROUSEL_ALBUM,FEED,https://scontent-ord5-2.cdninstagram.com/v/t39.30808-6/559623681_1307249704775069_6256336593347911625_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=918oZ60oBs4Q7kNvwHy0XZZ&_nc_oc=AdlYEs-tmGGW7X-mmI93CnRz8MxsHmfdoE7HDnIBQAJjWmIRAJw3WpiR_8pXKauMmQ4&_nc_zt=23&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&oh=00_AfevhXGzcq7Ktv6EnPDH55ojShCBLk6SgDkVKIMAKbffzQ&oe=68FE4A9C,,https://www.instagram.com/p/DPv1hLsEoBU/,2025-10-13T11:17:34+0000,21,0
17998738841822292,"👻 Trick or treat, Wall Street English style! 🎃
We kicked off the spooky season early with our very own Halloween party, complete with fun, laughter, and a little DIY magic.

And of course… what’s a party without snacks? 🍫
This time, we got creative and made our own Krispy Cereal Bars, the perfect sweet treat for a fun night with the WSE community!

Wanna join our next Halloween celebration (and maybe make your own treat too)? 😉

Tap the link in bio and redeem your Free Consultation today!
#NaikLevel #LifeLongLearningStartHere #WallStreetEnglish",VIDEO,REELS,https://scontent-ord5-1.cdninstagram.com/o1/v/t2/f2/m86/AQPEb45fqS9DShs-evd-7kveHFZeD3-t6gJ9uTAWHUCWJo69IKakQIodb3KLbpsv6YdUUKRo1YUKaiHR7omDPTBBOBuhTjXLayyoARU.mp4?_nc_cat=101&_nc_sid=5e9851&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_ohc=9NHM7CQ0fHUQ7kNvwGioJbm&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTE0NjI0NTI4MzcxMTgzOCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjM3LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=d82d7e89dfd3d02&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83MTQwODNDMTNFN0M5QkEwOTU4MUEzQUZDQTY5MjM5NF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRHV1RXlHX3IwcGY4VlZYQUYxWEVocnJ1NWxfYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmvK2w76CgiQQVAigCQzMsF0BCzMzMzMzNGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&edm=AL-3X8kEAAAA&_nc_zt=28&oh=00_AfeLYVZVtwp3HUZFI6xDjHMmR3HcfHjC2e3YWlnC2g-1Ng&oe=68FA59EA,https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/561736300_18529155658047350_1847455146561566838_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=QV77e_UR768Q7kNvwFMAfC_&_nc_oc=AdkIYnuyNBVApVHXOsdnjRXwtRybTylGcpgWeP0-jtFbFWGOQAU11_5L9EpX4XDVgJY&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&oh=00_AfeJTVb8YDV9q7EMG9m3m3TGvwjp5A-rGMUjSQ2Na5hALA&oe=68FE6CC2,https://www.instagram.com/reel/DPoMNOcE6h5/,2025-10-10T12:07:04+0000,28,0
17923275621153831,"Scared of hitting 30? 😰 You’re not alone.

Most of us feel the pressure: the “perfect career,” the “figured-it-all-out” life. But here’s the truth: your 20s aren’t about having all the answers. They’re about making choices that shape who you’ll become.

One of our members once chose to invest in her communication skills.

Your future self is waiting. Don’t just worry about it, build it.
Start with a free consultation today. Link in bio.

#wallstreetenglish #naiklevel #journey #turning30",VIDEO,REELS,https://scontent-ord5-3.cdninstagram.com/o1/v/t2/f2/m86/AQM7pug1QPzcJagSTZKdPpmrWffGdaFv0YhxBwpZLtFpLxQTY9fPx0OwGmmxVsQDbifja-b2LrfPn1RBaxlB6NtzYsZD5aS6sGCkX0k.mp4?_nc_cat=106&_nc_sid=5e9851&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_ohc=XjJ-Q-9JjKEQ7kNvwFSXLt-&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTE2NDAyMTY4MjI0Mjk3NCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjUyLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=84ab8b24a1659be3&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82NDQxREE2QTlCQTE1RTFEQUU3MTNDQkJBOTlGRjk4Q192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSzllX2lDQjZFSWJ6RE1FQUx2NHEwNTJHQ2hpYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmvJaMrv2qkQQVAigCQzMsF0BKHdLxqfvnGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&edm=AL-3X8kEAAAA&_nc_zt=28&oh=00_AffsZe7tb4CpHUeD36_IXK-PGinmY5RwmG9SY72ljaYcfw&oe=68FA5B97,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/556314124_18527563612047350_8471759250753974316_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=zWvpCbvzaS4Q7kNvwHDrgPg&_nc_oc=Adki1WBDPiQPQLbKJZa4sHodL243AybBTibuSLkZTOm7cB2Yv4bh3wkSYvSHGlmQlNs&_nc_zt=23&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&oh=00_AfeycJf1LgD3qwLTT2yJ3eUlP4B6RLaCs2YdnEYK0nbfqQ&oe=68FE5044,https://www.instagram.com/reel/DPTbG4UE8be/,2025-10-02T10:29:54+0000,37,0
18061363565385910,"⏳ 3 months left before 2025 ends.
Be honest, have you moved closer to the future you promised yourself back in January?

The promotion.
The global career.
The bigger paycheck.

Or… are you still in the same place?

It’s okay to feel a little FOMO because someone out there is already living the dream you once had. But here’s the good news: it’s not too late to catch up.

Start by leveling up the one skill that opens every door: your English communication.
Link in bio for your free consultation today.

#wallstreetenglish #naiklevel #fomo #2026",VIDEO,REELS,https://scontent-ord5-3.cdninstagram.com/o1/v/t2/f2/m86/AQPv5N-is36dg6LNdvmYy1Z20X4goAihhe0OLvqJRzc348dRzku9FZ6tGgWJc7doWbkkYNybdl8StI8hn2pOlk2AL006wrhderoivVc.mp4?_nc_cat=106&_nc_sid=5e9851&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_ohc=Kxr2B54aO04Q7kNvwHMRLvJ&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTUxNjU5MTg4OTc1NzM5MywidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjMzLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=318b25e3e969122e&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC8zRTRFMkI2Njk5NkQwMjMyNjU0Qjg0NDZGMEM2QjM5MV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQzBkUGlIbTJidFVDVFlDQUZjYm4yTDZkOGhYYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmotPdjaLVsQUVAigCQzMsF0BAszMzMzMzGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&edm=AL-3X8kEAAAA&_nc_zt=28&oh=00_Afd5wZJOkgdwuT465sxDmhJ73icz2lDfkMKDMBV4vSuMIA&oe=68FA832B,https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/558012747_18527562400047350_7632190801794001201_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=Zb3IMfivVRsQ7kNvwHu6IS1&_nc_oc=AdlaIrvN_iB4mFCYQ1s7UwjwTR9VTwQ6TYJAzFkLVd4neYl09HmRhJi17jXPFCSC6mE&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&oh=00_AfeAaxZdeO0KHFpy_hH0PizcWGyO2KYi8Q6iPoR0oY37aA&oe=68FE6ACA,https://www.instagram.com/reel/DPTZlJ7kxyO/,2025-10-02T10:16:00+0000,21,0
18078920141488312,"Some things at our center just make sense 👌✨
From game nights that spark real convos, cozy lounges with WFC vibes, to free snacks for our VIPs, learning here feels nothing like “classroom studying.”

It’s a space to learn, connect, and just feel at home while leveling up your English.

Curious to see more? Tap the link in our bio for a free consultation 🚀

#wallstreetenglish #naiklevel #trending",VIDEO,REELS,https://scontent-ord5-3.cdninstagram.com/o1/v/t2/f2/m86/AQM1bMOZY4H-hP_PgVDfj4iWXqzp15x3DcqLl5Lo4nZBowilJC2jO1v8HgmqhOp6dCBBZFJtUbtAk2I_iuXG_a_UZAZHU6r2KMHoojM.mp4?_nc_cat=104&_nc_sid=5e9851&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_ohc=AS1n0db6ExcQ7kNvwEPaHhw&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTM1MTQzNzEwMzM1NjQ1OSwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjI1LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=e557b121e6c22bac&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC83NTQwOTA0NUFFNEU0NjUzQUYyREY2NjQ3ODJERDI5N192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSndoTnlFTnVLWC1ncVlDQVBkcnF0XzJSdTlsYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm1ujah__H5gQVAigCQzMsF0A5IgxJul41GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&edm=AL-3X8kEAAAA&_nc_zt=28&oh=00_Aff3io8L53MCLZIUtFIG_bjCUYh4onW4rKFoLYOSAjqbNA&oe=68FA765D,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/559215442_18527556355047350_8231007633765173370_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=QICqTnxn1Z8Q7kNvwG-1fim&_nc_oc=AdnbKTC4Q2xYFTiRXgi7CmHjaggzzQQylA7_v4D9pTek21_nePXCZpfzh8txln5hd_c&_nc_zt=23&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&oh=00_Afd4i0Nz6EPTf9AskG3IM2_tkIwi-RSX1w4fj4sv-hakSQ&oe=68FE5964,https://www.instagram.com/reel/DPTSXnrk68w/,2025-10-02T09:12:38+0000,48,2
17985980276728473,"🚨 Loud doesn’t mean effective.
Being bossy, dismissive, or the “loudest in the room” used to look like leadership. But not anymore.

Today, the real flex is being clear, confident, and respectful, that’s what makes people actually want to work with you.

Don’t worry, we help you sharpen exactly that through our Gentem ProSkill Classes.

Want a sneak peek? We’ve put together a FREE e-book to help you start practicing effective communication right away. Check the link in bio!

#wallstreetenglish #naiklevel #careergrowth #toxicworkplace",VIDEO,REELS,https://scontent-ord5-2.cdninstagram.com/o1/v/t2/f2/m86/AQPIK6OHL_T8o_23sNTyLNJrEKZEGa5svnai91fACIl-RRH0w3NU5k4Ybn6758v_M-0QeiYWH6-nXH_iIZVeve5Od_TZa2ScwRHYh8k.mp4?_nc_cat=105&_nc_sid=5e9851&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_ohc=wOaY1jRyG_kQ7kNvwH3jcJs&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTMzNzA3MTMxODEzMzk0MywidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjU3LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=8449c77bb3e6a2af&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9CNTQxNTNFNjJDQ0VGRTA4NjQ5NTIyRjU5NjRGMUQ5RF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HS1dxRXlFdG1ScFNrdm9EQUdVNjVGWndhQVE1YnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm7rKnz-WD4AQVAigCQzMsF0BM-6XjU_fPGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&edm=AL-3X8kEAAAA&_nc_zt=28&oh=00_Afeulowsdc0K2NWLJC5Wz-JmVWPPujGgwcV2g9Giy8spsg&oe=68FA637E,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/558101882_18527385157047350_7905174049676540143_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=gkII894cn4AQ7kNvwEMQ__A&_nc_oc=Adlb-9npW6skY0Nh3QTkIwhOymzwI6IKpgAXu3ySgJivDuv_oyyF-hK0SqxUfe9mP54&_nc_zt=23&_nc_ht=scontent-ord5-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&oh=00_AfdNq7yK8Qg97b6JA1_1XjXU-NQWqAO7SjfnzVLSJReBQQ&oe=68FE67D8,https://www.instagram.com/reel/DPQzFRlE6hz/,2025-10-01T10:03:07+0000,9,0
18060434273454221,"You can be the most skilled in the room but if you can’t speak up, pitch your ideas, or lead a conversation… people won’t see your full potential.

That’s why building soft skills, especially communication, isn’t optional anymore.
It’s the difference between being good at your job and being seen as a leader.

Don’t let your hard work go unheard. 🚀
Start investing in your voice, your confidence, and your future. Link in bio.

#wallstreetenglish #naiklevel #hardskills #careergrowth",VIDEO,REELS,https://scontent-ord5-3.cdninstagram.com/o1/v/t2/f2/m86/AQOtqjpg04t3iym9JSzzC8A7XgyHUcSJVfc2Vo3OfVZQNxpcKgtOrxwGhkgKsroA29ajTprii19OMFZ2ayaC9yaCYxBI1Jtzqdy4itY.mp4?_nc_cat=107&_nc_sid=5e9851&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_ohc=4i5HU2VGpesQ7kNvwFTQLAi&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTk5Mjg0MjU2ODE3MzgzMywidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjM0LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=590c0969ffeecbe&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC81RjRDNjhEMjNEODJBRjRDQzJDNEY3RkFBRjlDRTQ4OV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HT0poSlNFMG5ZVVg5VE1GQU1SYnRMVW5WSUFsYnFfRUFBQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmkqT0ldqeigcVAigCQzMsF0BBRDlYEGJOGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&edm=AL-3X8kEAAAA&_nc_zt=28&oh=00_Afd7wN9LFlDVz3eNKy9Wv3OL_WqnzV2FPjvRgytoqGqvoA&oe=68FA7988,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/558633267_18527174845047350_8331976534880248498_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=105&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=6ZAfBrrqOUsQ7kNvwH0Am3N&_nc_oc=AdkCwNJj7iOYRRaKkcuYPGbIQsZvoD65HW4Hb2j74maJ2fNRoX0HPI2q5xgX5BocaSI&_nc_zt=23&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=-brtHvRz4vjBffkCGeB5Mw&oh=00_Afdmn9FDTOfDjBtyRLCY--6vD8xqKUzgiUQ1fHuWmxNyQg&oe=68FE4DAD,https://www.instagram.com/reel/DPOmFbik1p-/,2025-09-30T13:29:22+0000,17,0
