id,caption,media_type,media_product_type,media_url,permalink,timestamp,like_count,comments_count,thumbnail_url
18097176739749416,"Bener-bener couple goals nih 😍 
_______

Liburan di Kampung Inggris LC tuh lebih dari asik, having fun sambil belajar, tau-tau bahasa Inggris makin lancar✨

Yuk rasain pengalaman tak terlupakan bareng Holiday Ceria. Dibuka 2 batch: 22 dan 29 Desember 2025!

Saatnya isi liburanmu dengan pengalaman asik dan bermanfaat. Klik link di bio sekarang dan amankan kuotamu! 🚀

_______

#bahasainggris #english #englishlearning #englishlanguage #englishcourse #kampunginggris #kampunginggrislc",CAROUSEL_ALBUM,FEED,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/568652941_18513468121066403_284631139555209096_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=1&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=v1UbX2mOb1oQ7kNvwEZbEPT&_nc_oc=AdmBIzpohE-uOdAEyuDBhOfL16X_G_MgDWVFBbKBFE7jVi8yx8omBSvPL9OPYYcmNKI&_nc_zt=23&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=ey4hIBxumNLt4qX_EkCheg&oh=00_Aff-LZn28U_rw5dXoPsZys9fvP_u5f9Od4oXm5uWMKRhhQ&oe=68FE4E69,https://www.instagram.com/p/DQGdtjGkvcf/,2025-10-22T06:12:04+0000,223,1,
17890926267359686,"Komen yang mau jadi muridnya Mbak Adele 🤚 
_______

Liburan di Kampung Inggris LC tuh lebih dari asik, having fun sambil belajar, tau-tau bahasa Inggris makin lancar✨

Yuk rasain pengalaman tak terlupakan bareng Holiday Ceria. Dibuka 2 batch: 22 dan 29 Desember 2025!

Saatnya isi liburanmu dengan pengalaman asik dan bermanfaat. Klik link di bio sekarang dan amankan kuotamu! 🚀

_______

#bahasainggris #english #englishlearning #englishlanguage #englishcourse #kampunginggris #kampunginggrislc",VIDEO,REELS,https://scontent-ord5-2.cdninstagram.com/o1/v/t2/f2/m86/AQMvJ42HKDHZ6eURk0x2I558ruzsTOBL5F-_UdTRVXSD0V_TmStz8INoO8NnKYHug4CpuTPTB50lWwm-2TY4w4ZbCEPkmKUGYh2Xrtc.mp4?_nc_cat=102&_nc_sid=5e9851&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_ohc=W7wr0pme5jQQ7kNvwF7PXDQ&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MzE5MDA4NTMzMTE1MzA2NiwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjEyLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=5dba07efd20ea1f5&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC85MTQyQ0U4MDRDMDdCMUUzQzg4NDg1NTJFMzYwNzg5Q192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRzhZX1NFZDdxSnR4azBDQUJZTkRzM2pFWHhjYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm1MK777PXqgsVAigCQzMsF0Aoqn752yLRGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=ey4hIBxumNLt4qX_EkCheg&edm=AL-3X8kEAAAA&_nc_zt=28&oh=00_AffK1qvcwXEVDZFSkYC7sUX7d9gmxjeDttlLhWZhQAGnEA&oe=68FA7397,https://www.instagram.com/reel/DQGEowLEitf/,2025-10-22T02:35:21+0000,208,10,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/567995819_18513449074066403_3811727560083715531_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=4a_bBPrHSJ0Q7kNvwHzn3V3&_nc_oc=Adn-yGhSuZbufQfqQTsDLXOnMn1VBgUh8GSruMDmS_EQr3VK_YO167o_81G3GRSWjRI&_nc_zt=23&_nc_ht=scontent-ord5-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=ey4hIBxumNLt4qX_EkCheg&oh=00_AfcgOjvu-sTHjrG0jgy_AhrZP-hFQ5eH6Q1NT4RljgYYFQ&oe=68FE66EF
18093483835834410,"Video ini buat kamu yang sering ngerasa stuck waktu belajar bahasa inggris 
_______

Liburan di Kampung Inggris LC tuh lebih dari asik, having fun sambil belajar, tau-tau bahasa Inggris makin lancar✨

Yuk rasain pengalaman tak terlupakan bareng Holiday Ceria. Dibuka 2 batch: 22 dan 29 Desember 2025!

Saatnya isi liburanmu dengan pengalaman asik dan bermanfaat. Klik link di bio sekarang dan amankan kuotamu! 🚀

_______

#bahasainggris #english #englishlearning #englishlanguage #englishcourse #kampunginggris #kampunginggrislc",VIDEO,REELS,https://scontent-ord5-1.cdninstagram.com/o1/v/t2/f2/m86/AQOIaxZROBHGpGra2pk7-pO1zufEOlnAWtqQoxrXT2MoZF-MhnAIz_TR5ETv17hTA47RhMYe2ydXcpB_3zzd96bvsVMQlcfQlP4Cm98.mp4?_nc_cat=111&_nc_sid=5e9851&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_ohc=rctyGodOjDQQ7kNvwEPh-UB&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTIwMjE0MjQxMTgyMTAwMywidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjUzLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=e6905ac1a5d64b76&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC80ODQ1MDUyQjBFNTE3NjBGQUE4QTE5NjQzQ0I4MUY5M192aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRWRfM0NIUXJnMDdEcVFFQU9uQldKTDIzTFZHYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmlr_o9vLVogQVAigCQzMsF0BKiHKwIMScGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=ey4hIBxumNLt4qX_EkCheg&edm=AL-3X8kEAAAA&_nc_zt=28&oh=00_AffTOxjsEHblTTOA50rZsOEVYhDU8_pDl8Y0ISKnsSj0yw&oe=68FA8604,https://www.instagram.com/reel/DQEj2Pmkp7g/,2025-10-21T12:30:43+0000,53,0,https://scontent-ord5-1.cdninstagram.com/v/t51.71878-15/552146302_1356336676159714_6391235872103273108_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=EDU6I_jKOmAQ7kNvwHLAZOv&_nc_oc=Adm7_p49VUHUmjIWfDLUPN13T308JhFvl3TwjsV_mOMQI2LlzcdFVhhq8t-s6eZIsvY&_nc_zt=23&_nc_ht=scontent-ord5-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=ey4hIBxumNLt4qX_EkCheg&oh=00_AfevEuFKTy5sAEBQDSKX0c4CdrTWhWKEqA0qyIBSdpDkhA&oe=68FE4830
18311853946217235,"Lagu bunda maia kalo dibawain mbak selena jadi apa gais😌
_______

Liburan di Kampung Inggris LC tuh lebih dari asik, having fun sambil belajar, tau-tau bahasa Inggris makin lancar✨

Yuk rasain pengalaman tak terlupakan bareng Holiday Ceria. Dibuka 2 batch: 22 dan 29 Desember 2025

Saatnya isi liburanmu dengan pengalaman asik dan bermanfaat. Klik link di bio sekarang dan amankan kuotamu! 🚀

_______

#bahasainggris #english #englishlearning #englishlanguage #englishcourse #kampunginggris #kampunginggrislc",CAROUSEL_ALBUM,FEED,https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/568193783_18513219319066403_6232329295146285537_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=R-S9JENwlp8Q7kNvwHMgKxX&_nc_oc=AdlXO6xKaaheLTH3hJC2Kik7X1Q2PdBVBeYgM9MlPbsfq-VI_iAEQx3IyBKT7BhEnw8&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=ey4hIBxumNLt4qX_EkCheg&oh=00_AfeI6gNwYBTKh3xyBpRyuTZqM8Y5GxZBz4wuCBFi0MQXvA&oe=68FE59D4,https://www.instagram.com/p/DQD2AJwEvV6/,2025-10-21T05:46:36+0000,377,22,
18109828063582773,"Coba absen yang baru tau juga 😌
_______

Liburan di Kampung Inggris LC tuh lebih dari asik, having fun sambil belajar, tau-tau bahasa Inggris makin lancar✨

Yuk rasain pengalaman tak terlupakan bareng Holiday Ceria. Dibuka 2 batch: 22 dan 29 Desember 2025!

Saatnya isi liburanmu dengan pengalaman asik dan bermanfaat. Klik link di bio sekarang dan amankan kuotamu! 🚀

_______

#bahasainggris #english #englishlearning #englishlanguage #englishcourse #kampunginggris #kampunginggrislc",VIDEO,REELS,https://scontent-ord5-3.cdninstagram.com/o1/v/t2/f2/m86/AQM7fopyA0Q4hxpLtTD74mFKiI6mC9iu2QQSMXsBfiDST4YjigUWcFe0k9Oeuf6KJv5eJpL03FreTDdfiCYRUjSKULpwTMRN5srT20M.mp4?_nc_cat=109&_nc_sid=5e9851&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_ohc=mvkmstXFV7EQ7kNvwGr27bB&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6NDE0MTg0MjA1OTM2Mjk4MCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjU1LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=4487e65fa8bb60e1&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9FMDQyNTUxMEFCRDcyOEFGRTJBNTYzOTBFNzFGOTdBOV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTTE0dmlFMVB2ZWZDN3dLQUl4YnNMbU83eGdzYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmyIrQivi-2w4VAigCQzMsF0BL7tkWhysCGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=ey4hIBxumNLt4qX_EkCheg&edm=AL-3X8kEAAAA&_nc_zt=28&oh=00_AffGljrGhGKAs6ZQSD_hd0F5_eFZKf7_Kesqf3N2E6hrMw&oe=68FA5C06,https://www.instagram.com/reel/DQDcdR_EtYr/,2025-10-21T02:04:10+0000,1149,33,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/566998088_18513178033066403_3939236120102546841_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=lXEbDxY6TuYQ7kNvwFoJ1rj&_nc_oc=AdklwZCEv2418maz23z-9K_k3UhBBrZMeJ19Kew4ShWMoWZP4MeJFhKcnSmNsc6ati4&_nc_zt=23&_nc_ht=scontent-ord5-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=ey4hIBxumNLt4qX_EkCheg&oh=00_AffLz8991lE8BuUK2p75ZSfaJDmflm_xVDGRU3oVoLhD9Q&oe=68FE70B6
17951071710040955,"Kampung Inggris LC Makassar 🤩
_______

Liburan di Kampung Inggris LC tuh lebih dari asik, having fun sambil belajar, tau-tau bahasa Inggris makin lancar✨

Yuk rasain pengalaman tak terlupakan bareng Holiday Ceria. Dibuka 2 batch: 22 dan 29 Desember 2025!

Saatnya isi liburanmu dengan pengalaman asik dan bermanfaat. Klik link di bio sekarang dan amankan kuotamu! 🚀

_______

#bahasainggris #english #englishlearning #englishlanguage #englishcourse #kampunginggris #kampunginggrislc",VIDEO,REELS,https://scontent-ord5-2.cdninstagram.com/o1/v/t2/f2/m86/AQMcZ57BTtH3G-uyj_qOXrL_Y_8uv3jC3mHaZtcI5X0gnK3zhc7a8lIwp9Hj3m9HhVl_JKZfPYuyHH8GiQwM4VgDnQgfMLKUap4zIoE.mp4?_nc_cat=105&_nc_sid=5e9851&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_ohc=Jz2d0Y9nX6oQ7kNvwG6KHEl&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTE4MTg4Njg5NzE5Mzg0MiwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjM2LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=324cbbd46c1ebce3&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9FNjRCQUUyMEZEMjY4MTQ3RjY5QzU4NkY2NkY4RTRBMl92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSDhXM3lHM1BfM3BEVUpaQUhvZlZfd2lBMnBXYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm5I3gyu-6mQQVAigCQzMsF0BCYgxJul41GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=ey4hIBxumNLt4qX_EkCheg&edm=AL-3X8kEAAAA&_nc_zt=28&oh=00_Afeg661eKz3GDV1P1X_vWv1hThHbhmTbu6QTvO6IuFrwdQ&oe=68FA53AA,https://www.instagram.com/reel/DQB9cEpEnBK/,2025-10-20T12:13:54+0000,62,0,https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/565554857_18513179269066403_4673371504952695153_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=jwR2SJPbyx8Q7kNvwGmQ2nU&_nc_oc=AdknFw6ya1F_QS9aAL8Yk6-vCL_i89oSoEsJB9JD7E-1Sp8RUuQMb9TDMvhqW7GKR6E&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=ey4hIBxumNLt4qX_EkCheg&oh=00_AferbnvHoG7padwte38KVmQhq-Du_fa2ibRSrQrvDGSSOg&oe=68FE6B39
18099892012671266,"Eits jangan yaa 
_______

Liburan di Kampung Inggris LC tuh lebih dari asik, having fun sambil belajar, tau-tau bahasa Inggris makin lancar✨

Yuk rasain pengalaman tak terlupakan bareng Holiday Ceria. Dibuka 2 batch: 22 dan 29 Desember 2025!

Saatnya isi liburanmu dengan pengalaman asik dan bermanfaat. Klik link di bio sekarang dan amankan kuotamu! 🚀

_______

#bahasainggris #english #englishlearning #englishlanguage #englishcourse #kampunginggris #kampunginggrislc",CAROUSEL_ALBUM,FEED,https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/565691408_18513028147066403_8451711283621504372_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=P-P6JHQeujcQ7kNvwF7SM7j&_nc_oc=AdnjBqJe9tX2hv4DiDtdevgEc0tLmmdW9CxsN-JTWzCLute-aOqHL_wDpHYcRsPSWKk&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=ey4hIBxumNLt4qX_EkCheg&oh=00_Afc4cV0TMc8UUCyS9tODjTJ2fn5pu8j8hiT8qyBktMzZKw&oe=68FE55BB,https://www.instagram.com/p/DQBQMpIkueN/,2025-10-20T05:37:47+0000,1552,47,
18097301401747830,"Belajar bahasa inggris sih gak usah repot-repot, sama KILC aja 🤩
_______

Liburan di Kampung Inggris LC tuh lebih dari asik, having fun sambil belajar, tau-tau bahasa Inggris makin lancar✨

Yuk rasain pengalaman tak terlupakan bareng Holiday Ceria. Dibuka 2 batch: 22 dan 29 Desember 2025!

Saatnya isi liburanmu dengan pengalaman asik dan bermanfaat. Klik link di bio sekarang dan amankan kuotamu! 🚀

_______

#bahasainggris #english #englishlearning #englishlanguage #englishcourse #kampunginggris #kampunginggrislc",VIDEO,REELS,https://scontent-ord5-2.cdninstagram.com/o1/v/t2/f2/m86/AQNKc0tqSVoSXsOfVqay7dwQq-6jKTPTM_PeQhtox6sCiKg4nzcOcu3D0k2y64KJI5OHf17ZDNvAsvaabjdxa-j4yVdyNojb7LOes7w.mp4?_nc_cat=104&_nc_sid=5e9851&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_ohc=FsquTy8WgywQ7kNvwG4UNLi&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTM3Mjg3OTUzMDg3MDUwNiwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjQyLCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=ab6a989e01f41629&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9GMDQ2RjU5REY2RDk1MjgzNkRBQzgwM0M4RkE1NTM5NV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HTlczdFNHR3V1Ujd6ME1DQUE2NGJhWWV4NzVBYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAm1JuOzI2o8AQVAigCQzMsF0BFVT987ZFoGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=ey4hIBxumNLt4qX_EkCheg&edm=AL-3X8kEAAAA&_nc_zt=28&oh=00_Aff__ffIiiZh5eOfAnq1kgACzQbYD_78zpND35qUkgm0kQ&oe=68FA76B9,https://www.instagram.com/reel/DQA2TjgktTY/,2025-10-20T01:53:10+0000,225,8,https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/567633505_18513178099066403_4098242639754156134_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=XJZGbifK-yYQ7kNvwHq-nNk&_nc_oc=Adl3EJbNfemeza_8r1HKBgxsWHyaxvS026pG_dJEzic4IkwljXN7wjoZJQtHeuXwfHg&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=ey4hIBxumNLt4qX_EkCheg&oh=00_AfeHrkp6ERcs4DEsvo_wj_Np2dW-9gQ_eghDUMr6Au_4zg&oe=68FE4FC0
18119274439520975,"Jadi pengen converse ke crush minca juga deh kalo gini🥹
_______

Liburan di Kampung Inggris LC tuh lebih dari asik, having fun sambil belajar, tau-tau bahasa Inggris makin lancar✨

Yuk rasain pengalaman tak terlupakan bareng Holiday Ceria. Dibuka 2 batch: 22 dan 29 Desember 2025

Saatnya isi liburanmu dengan pengalaman asik dan bermanfaat. Klik link di bio sekarang dan amankan kuotamu! 🚀

_______

#bahasainggris #english #englishlearning #englishlanguage #englishcourse #kampunginggris #kampunginggrislc",VIDEO,REELS,https://scontent-ord5-3.cdninstagram.com/o1/v/t2/f2/m86/AQPcrNlb_LL1SPkDwUsUkcSjqUgnlYIe44wfhggU7cV_lw6XQvG3X4rEx01SjEZtnAKhP7GE0Ryl_M1M90J_Oz4VWd9stQ9d0D4h5rw.mp4?_nc_cat=106&_nc_sid=5e9851&_nc_ht=scontent-ord5-3.cdninstagram.com&_nc_ohc=J1a7IB0wFasQ7kNvwFu4xS7&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTE2NDkxODMxMjI2Mjk5OCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjgsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=9461a96ec298af5d&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC82QTQwQ0EzOEUyRDI4REQ4MzgxNEI0NTRBQkJBMjM4NV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HUG9TM1NIT21QdE43cnNPQUt0QlRQTzRNUVZQYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmrPWO45XfkQQVAigCQzMsF0AhLpeNT987GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=ey4hIBxumNLt4qX_EkCheg&edm=AL-3X8kEAAAA&_nc_zt=28&oh=00_AfdD4QViC-lOiWkHGH1IgZQq8Nm18NeF7md0C4cLaj15gA&oe=68FA6B0B,https://www.instagram.com/reel/DP_Y9i5klXk/,2025-10-19T12:17:47+0000,230,38,https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/567582958_18512902780066403_3462821610720692971_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=XkjAdaNHyOoQ7kNvwFPZpwN&_nc_oc=AdkVjWfZqV3WwnCRVnGqUCFPlf0P8xLwWAK-MEZw4S_e7Qt7dmsKKQ9Uottv19_Naks&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=ey4hIBxumNLt4qX_EkCheg&oh=00_Afcj1PZ4XxiTwqcZTVu9ekqrxuIDVFObx2HSFsBelwRitA&oe=68FE58D1
17878874964309938,"Yang vocab bahasa Inggrisnya masih dikit, kata minca wajib save vocab vocab ini sih~

_______

Liburan di Kampung Inggris LC tuh lebih dari asik, having fun sambil belajar, tau-tau bahasa Inggris makin lancar✨

Yuk rasain pengalaman tak terlupakan bareng Holiday Ceria. Dibuka 2 batch: 22 dan 29 Desember 2025

Saatnya isi liburanmu dengan pengalaman asik dan bermanfaat. Klik link di bio sekarang dan amankan kuotamu! 🚀

_______

#bahasainggris #english #englishlearning #englishlanguage #englishcourse #kampunginggris #kampunginggrislc",CAROUSEL_ALBUM,FEED,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/564452250_18512866654066403_1018571311541852554_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=102&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=jK2okYBopM8Q7kNvwGMwCqn&_nc_oc=AdkRRg9dw_gLg7ArDZl9S7XezIhhQd6c_AYHxJpyn6WggiEtMLcQwL03GbakWrn_hbo&_nc_zt=23&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=ey4hIBxumNLt4qX_EkCheg&oh=00_Afe35Trk58kVlKeh29a2SfP0OUDDIUO22bZOFny4cTkxPQ&oe=68FE7539,https://www.instagram.com/p/DP-q4_hkgxX/,2025-10-19T05:33:18+0000,595,0,
