id,caption,media_type,media_product_type,media_url,permalink,timestamp,like_count,comments_count,thumbnail_url
18027259670727555,"Kadang-kadang, yang membuat kita tidak berani bermimpi besar bukan karena tidak mampu… tapi karena takut mulai.
Padahal, kisah Kak Akmal membuktikan bahwa keberanian untuk melangkah — sekecil apapun — bisa membuka jalan menuju hal-hal luar biasa.

Dari belajar bahasa Inggris di komunitas kecil, menulis rencana penelitian berjam-jam, sampai akhirnya bisa kuliah di Jepang lewat Beasiswa MEXT… semua itu dimulai dari keputusan sederhana: “Aku mau coba.”

Jadi, buat Sobat TN'ers yang masih ragu atau takut gagal, ingat ya — semua pejuang hebat juga pernah mulai dari nol.
Kalau Kak Akmal bisa, kamu juga pasti bisa! 💪
Yuk, mulai persiapkan langkahmu bersama Titik Nol English.

#StudyAbroad #BeasiswaLuarNegeri #TitikNolEnglish #MotivasiBelajar #ScholarshipJourney #BelajarBahasaInggris #MEXTScholarship",CAROUSEL_ALBUM,FEED,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/568071071_18346157008204388_7055957768590290901_n.webp?stp=dst-jpg_e35_tt6&_nc_cat=110&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=QJ91wEHBeR0Q7kNvwEHaHj1&_nc_oc=AdmcoErnjc9_oPsaTA11gixG448MHDeL84lLBuqrCswiP-F4uFpn7CzZhPIS78OXyvo&_nc_zt=23&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=uLOXlBhEJADMISHJohA8jQ&oh=00_AfcpTuRHdzs2zV1G4byCRBgn9xRA0OwHeWlMSv8dp0XxWQ&oe=68FE4A48,https://www.instagram.com/p/DQGVeWLktgS/,2025-10-22T05:00:43+0000,70,3,
17913774990216255,"✨Bapak vs Anak, pendidikannya sama-sama keren!✨

🚀Empat tokoh inspiratif Indonesia yang punya jejak pendidikan membanggakan, begitu juga putra-putrinya!

Semuanya sukse dan bikin kagum!🤩

Ada yang satu almamater dengan tokoh-tokoh di atas atau putra-putrinya? Komen, ya!

#battlecampus #tokohinspiratif #tokohindonesia #bapakvsanak #kuliahluarnegeri #titiknolenglish",CAROUSEL_ALBUM,FEED,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/569018354_18346069591204388_5704816683110078911_n.webp?stp=dst-jpg_e35_tt6&_nc_cat=103&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=0JUOCiZU_oEQ7kNvwHzoYYj&_nc_oc=AdlUC81GtTTWbtF3cVHLX5HqmdzlhHhcOJbBz9D2FBjyaoYxGzFcTQ-jN2pQLUT58l8&_nc_zt=23&_nc_ht=scontent-ord5-2.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=uLOXlBhEJADMISHJohA8jQ&oh=00_AfcMuTreEO4KsHjt0LyOaOp8rt2uxC7PdMd6KKIapikLEg&oe=68FE5566,https://www.instagram.com/p/DQEkPnoieEE/,2025-10-21T12:30:08+0000,163,1,
18056067482633893,"Dulu follow akun receh, sekarang follow mentor beasiswa 😭

Dulu baca komik, sekarang baca jurnal internasional 📖

Dulu browsing hal random, sekarang cari tempat kursus IELTS 😭

Gapapa berubah, yang penting terus berkembang 💪

Kalau kamu juga mau mulai perjalanan beasiswa tapi bingung dari mana,
✨ Minol siap membantu kamu, bahkan dari 0!

#ScholarshipHunter #TitikNolEnglish #BelajarIELTS #StudyAbroadJourney #BeforeAfterJJ",VIDEO,REELS,https://scontent-ord5-1.cdninstagram.com/o1/v/t2/f2/m86/AQOcHZXy0ETFw_5SVM8LrpB_z4PahUv4vSczpVb62TCctB7ZSkyUsCvsDKHDbNz6uUYbmlUoRChQzSRH215tmpq5Lqf7PO01gvAMdHw.mp4?_nc_cat=111&_nc_sid=5e9851&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_ohc=ra2hL00wiE8Q7kNvwER964l&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNzIwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MTE2MjAzMTU2MTk5MDA0MCwidmlfdXNlY2FzZV9pZCI6MTAwOTksImR1cmF0aW9uX3MiOjE5LCJ1cmxnZW5fc291cmNlIjoid3d3In0%3D&ccb=17-1&vs=72f641670c536655&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9EMjQ4OThBRjU1NDYzMUY0NTE5NzE4MTdFQzY5RDhBRV92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HRllMM3lHVnZ1SmlQNkVHQUVtbnVYd0VaajA4YnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmsP7C55G3kAQVAigCQzMsF0AzZmZmZmZmGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=uLOXlBhEJADMISHJohA8jQ&edm=AL-3X8kEAAAA&_nc_zt=28&oh=00_AfdxvSn0DvOA-Aloidprii4ms7gNmzfCfr8muyGWm1B9KA&oe=68FA8000,https://www.instagram.com/reel/DQETCQwiRtD/,2025-10-21T10:00:48+0000,18,0,https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/568031842_18346076338204388_8051264681062195155_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=iJgTq698Nu8Q7kNvwEC8v2E&_nc_oc=AdkoPENI8ZSeaS9n0pNO-FQy0cztYeQTLrANfijENvz5AtmQz5V_0eunJ3jVnnV0aY0&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=uLOXlBhEJADMISHJohA8jQ&oh=00_AfcKUyTktiASfYmjDOy6DHVnP9m_nvYe_oYl75rfzTmSHw&oe=68FE4B85
18071482340209159,"Buat kamu pejuang IELTS fighters, pernah ngalamin ini nggak?
✍️Lagi coba latihan IELTS Writing, tapi ujung-ujungnya cuma nulis 2 paragraf karena bingung gimana bikin argumen panjang dan nyambung. 😵‍💫
🗣️Atau pas latihan Speaking, dalam hati jawabannya banyak, tapi pas ngomong malah berputar-putar nggak jelas. 🫠

Kalau kamu sering begitu, tandanya butuh latihan dengan mentor yang tepat!

Di IELTS Simulation Event bareng Titik Nol English, kamu bisa:
✅ Latihan IELTS Essay Writing  biar argumenmu lebih terstruktur
✅ Praktek IELTS Speaking biar lebih lancar diskusi ide
✅ Dapat masukan dari tutor yang ngerti tips and trick ngerjain IELTS

Catat tanggalnya ya:
📅 Sabtu, 25 Oktober 2025
🕘 09.00 WIB – selesai

Cara joinnya gampang banget:
1️⃣ Follow titiknol.jogja titiknolenglish titiknol.medan tn.scholarship
2️⃣ Tag 5 temanmu di komentar 👥
3️⃣ Daftar di 👉 titiknolenglish.com/ielts-simulation
⚡ Jangan tunggu hari tes buat sadar kalau kamu butuh latihan. Yuk siapkan diri mulai sekarang!

#IELTSSimulation #IELTSWriting #IELTSSpeaking
 #TitikNolEnglish #BahasaInggris",IMAGE,FEED,https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/569032961_18346069033204388_1806562243829648152_n.webp?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=IsLvg8kGOIgQ7kNvwEJYLnb&_nc_oc=AdlAD0F2BJ_4YH1-iPG9vR2OXpOdP-qr4juVMAT5UFZf8cb0DwqwbAVs1pJS5nCMvoU&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=uLOXlBhEJADMISHJohA8jQ&oh=00_Afe71fl_PBc6h9snrHuk9dlm2l6_tFsGyWiaIms0JyGcDg&oe=68FE5D3E,https://www.instagram.com/p/DQEF76uCTzJ/,2025-10-21T08:05:50+0000,49,9,
18028931372725912,"🌸 “Mimpi bukan untuk ditinggalkan, tapi untuk diperjuangkan dengan sabar.” — bungasrihidayat

Kata-kata ini bukan sekadar motivasi manis. Ini adalah kisah nyata perjuangan seorang pejuang mimpi sejati, Kak Bunga Sri Hidayat yang sudah melewati bertahun-tahun penuh penolakan tapi tidak berhenti melangkah.

📜 Timeline Perjalanan Kak Bunga:
📍 2021 akhir — Coba LPDP Tahap 2 (tanpa LOA) → Gagal.
📍 2022 — Coba lagi LPDP Tahap 1 & 2 (tanpa LOA) → Gagal lagi.
📍 2022 akhir – 2023 — Coba Beasiswa Chevening → Belum berhasil.
📍 2023 — Coba Beasiswa Fulbright → Masih belum rezeki.
📍 2024 — Coba lagi LPDP (dengan LOA) → Masih gagal.

Bayangin, lima kali mencoba, lima kali ditolak. Tapi tidak ada kata “berhenti”.
Karena seperti kata Kak Bunga,

“Yang bisa kita lakukan hanya jangan menyerah, selebihnya biar Allah yang menentukan.”

Setiap kegagalan tidak membuatnya mundur, tapi justru menguatkan.
Ia belajar, memperbaiki diri, dan terus berjuang dengan hati yang sabar.

uat kamu yang lagi menunggu pengumuman, yang baru aja gagal, atau yang hampir nyerah. Ingatlah, setiap “tidak” bisa jadi cara Tuhan berkata, “belum saatnya.”
Namun pada saat Anda tiba, semua perjuangan ini akan terasa berarti.

✨ Jadi jangan berhenti bermimpi, jangan berhenti mencoba.
Karena mimpi besar selalu menjadi milik mereka yang tidak pernah menyerah.

#ScholarshipJourney #PejuangBeasiswa #LPDP #Chevening #Fulbright #MotivasiBeasiswa #StudyAbroad #SobatTNers #NeverGiveUp #Titiknolenglish #KampungInggris",IMAGE,FEED,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/567125821_18345965875204388_5412537585977213600_n.webp?stp=dst-jpg_e35_tt6&_nc_cat=111&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiRkVFRC5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=L5nRe-7EYBAQ7kNvwEcVRyR&_nc_oc=AdmFQWFPPphwintMwmE16swapZppKWFq4Mh0oN_RLEi5c5GELPKKHPPY0J_neta206M&_nc_zt=23&_nc_ht=scontent-ord5-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=uLOXlBhEJADMISHJohA8jQ&oh=00_Afc5_PyVAh2N9n3XD42GaDnroVOJyqaSyLgn8yHbiUspcw&oe=68FE663E,https://www.instagram.com/p/DQBpw7CiaOJ/,2025-10-20T09:21:11+0000,252,1,
18122617741507273,"Kementerian Pendidikan Tinggi, Sains, dan Teknologi akan mengenalkan 16 sekolah garuda secara serentak pada hari ini, Rabu, 8 Oktober 2025. Sekolah garuda merupakan salah satu program prioritas pemerintahan Prabowo Subianto-Gibran Rakabuming Raka.

Program Sekolah Garuda hadir sebagai wujud komitmen pemerintah terhadap peningkatan kualitas pendidikan berdaya saing global. Tujuannya sederhana tapi memiliki kekuatan tekad untuk mencetak lulusan hebat yang diterima di universitas dunia ternama. 

Menurut kamu, berapa nilai untuk program pemerintah yang satu ini?

Apa sudah sesuai dan tepat sasaran? Komen di bawah, ya!

Source: detik.com

#sekolahgaruda #sekolahunggulan #programpemerintah #sma #kampustopduia #titiknolenglish",CAROUSEL_ALBUM,FEED,https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/565942594_18345660292204388_4270793595656668682_n.webp?stp=dst-jpg_e35_tt6&_nc_cat=109&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=76AHcuFJ8H4Q7kNvwGhemg8&_nc_oc=Adm2x1L4OaDjBm429VrJQx3ZcpAPGgfZnXTAnxpfblp-8ZEhyaMXu8rse5Kia6ozAXs&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=uLOXlBhEJADMISHJohA8jQ&oh=00_AfdCHLi72Ln7Oti3_7H2yO8RHAQec9JqCSk98rp9rIWEKw&oe=68FE6A6A,https://www.instagram.com/p/DP_RgZRicc4/,2025-10-19T11:10:10+0000,294,13,
18332067547233881,"Pernah nggak sih kamu ngerasa pengen banget kuliah ke luar negeri, tapi langsung ciut pas dengar kata IELTS atau interview? 😅
Padahal, nggak semua beasiswa itu ribet, loh. Ada juga yang percaya kalau niat dan konsistensi jauh lebih penting dari sekadar skor.

Bayangin, kamu bisa dapetin kesempatan kuliah gratis, tinggal di negara baru, belajar budaya mereka, dan nambah jaringan internasional — semuanya cuma dari hasil kerja keras ngumpulin berkas dan nyusun motivation letter yang tulus.

Kadang, jalan menuju mimpi tuh nggak selalu rumit. Kadang, dia cuma butuh satu hal: keberanian buat mulai daftar.
Jadi, kalau kamu baca ini, anggap aja ini tanda dari semesta buat nggak nunda lagi.

💬 Coba deh tulis di kolom komentar, negara mana yang paling pengen kamu tuju buat kuliah nanti? 🌍✨

#Beasiswa #StudyAbroad #InfoBeasiswa #KuliahLuarNegeri #TitikNolEnglish #KampungInggris",CAROUSEL_ALBUM,FEED,https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/568187129_18345660076204388_1595442372747704449_n.webp?stp=dst-jpg_e35_tt6&_nc_cat=100&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=Byqmy3elBbAQ7kNvwE6KHUf&_nc_oc=Adn5vg1mxdcHOhDKm6yEYP0MjVM1nIACPzfbq28kwRsFWfvemgieDCI1GRFijGy9ieU&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=uLOXlBhEJADMISHJohA8jQ&oh=00_AffKFU3x7LSBfdkoG0GNYykhf2tbN_9ubdBw49ToaVpntw&oe=68FE6EDA,https://www.instagram.com/p/DP8e4W2CRyi/,2025-10-18T09:09:53+0000,9018,191,
18119408140516477,"🎓 “Siapa Bilang Belajar di Oxford Harus Mahal?”

Gak semua orang punya akses kuliah ke luar negeri.
Gak semua orang bisa bayar puluhan juta buat satu kursus.
Tapi semua orang berhak dapat ilmu terbaik.

Oxford University, buka kelas online GRATIS buat kamu yang haus ilmu dan pengen naik level di 2025!
Tanpa bayar, tanpa apply ribet., tinggal klik dan belajar.

📌 Dari belajar AI & digital marketing,
📌 sampe bangun bisnis online dan jadi konsultan profesional—
Semuanya dirancang biar kamu gak cuma kerja lebih keras, tapi lebih cerdas.

💬 Kalau kamu pernah merasa stuck, ngerasa kurang skill, atau cuma pengen mulai sesuatu yang baru — ini sinyal buat kamu mulai sekarang.

❤️ Like kalau kamu percaya belajar itu gak harus mahal
🔁 Share ke sahabatmu yang lagi butuh semangat dan skill baru
📥 Save postingan ini biar gak lupa daftar nanti
👇 Dan komen: Kelas mana yang paling pengen kamu ikuti duluan?

#oxford #titiknolenglish #freecourse #online #infobeasiswa #infomagang #infopelatihan #skill #beasiswa",CAROUSEL_ALBUM,FEED,https://scontent-ord5-3.cdninstagram.com/v/t51.82787-15/567916282_18345504070204388_4763542589862473286_n.webp?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=bATZbrR04bsQ7kNvwF6shHg&_nc_oc=Adl94IHkGqzPSJzdABvCWh8cjA7jLMRR9-BSzxdb4KU9a7HIwC7znqTRv3hiD25JgPk&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=uLOXlBhEJADMISHJohA8jQ&oh=00_AfdcGnz4g1UBMPkPkBdJ8yKY81aszkYMx45cbUotqKqVXQ&oe=68FE6409,https://www.instagram.com/p/DP6IeK4iSTJ/,2025-10-17T11:15:34+0000,469,6,
17927336826132824,"🎓 “Culture Shock Kuliah di Harvard: Ketika Semua Ilmu Ada di Ujung Jari 🤯”

Menurut Kak Nindya, mahasiswa Global Health Delivery di Harvard Medical School dan awardee LPDP, hal paling bikin kaget selama kuliah di sana bukan cuaca dinginnya Boston… tapi melimpahnya sumber daya! 😳

Bayangin, kamu bisa akses jurnal-jurnal top dunia gratis, punya jaringan seluas itu, bahkan bisa email langsung profesor Harvard cuma buat diskusi.
Mereka super welcoming, bahkan mau ngobrol walau kamu bukan muridnya! 🧠✨

Tapi di balik semua kemudahan itu, Kak Nindya juga ngerasa overwhelmed—
Waktunya cuma dua tahun, tapi ilmu dan peluangnya seakan gak ada habisnya.

📚 Dari situ dia sadar, kesempatan sebesar ini gak akan datang kalau kita gak berani melangkah keluar dari zona nyaman.
Kadang bukan karena kita gak mampu, tapi karena belum terpapar lingkungan yang bikin tumbuh.

Jadi buat kamu para scholarship hunter—terus asah diri, kumpulin pengalaman, dan jangan takut mimpi setinggi langit.
Siapa tahu, pintu Harvard atau kampus impianmu berikutnya yang bakal kebuka. 🌍💫

Masih bingung mulai dari mana? Tenang aja — Minol siap bantu kamu dari nol! Yuk, mulai langkah kecilmu hari ini! 🚀

#BeasiswaLuarNegeri #LPDP #HarvardMedicalSchool #GlobalHealthDelivery #CultureShock #StudyAbroadJourney #ScholarshipHunter #TitikNolEnglish #MotivasiBelajar",VIDEO,REELS,https://scontent-ord5-2.cdninstagram.com/o1/v/t2/f2/m86/AQPZObpBOVUguYo1XyZ5Fm4-qrDWpELZkmpJt0LwAR1VxNnpE9QgtF1bqZVWNgL_gM7AoFOVFyauGYOCQR-uGbTMkIjXjQzyxzR1dRY.mp4?_nc_cat=105&_nc_sid=5e9851&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_ohc=9gKs_uHBrTEQ7kNvwG5a2f5&efg=eyJ2ZW5jb2RlX3RhZyI6Inhwdl9wcm9ncmVzc2l2ZS5JTlNUQUdSQU0uQ0xJUFMuQzMuNDgwLmRhc2hfYmFzZWxpbmVfMV92MSIsInhwdl9hc3NldF9pZCI6MjUwOTQ2MzkyMTAxNjk3NTMsInZpX3VzZWNhc2VfaWQiOjEwMDk5LCJkdXJhdGlvbl9zIjoxMDEsInVybGdlbl9zb3VyY2UiOiJ3d3cifQ%3D%3D&ccb=17-1&vs=fc1671a55795a0b0&_nc_vs=HBksFQIYUmlnX3hwdl9yZWVsc19wZXJtYW5lbnRfc3JfcHJvZC9BQjRFQjIxRjRCMzgxNUQ1NzkzQjVDRkZEREI1OTI5MF92aWRlb19kYXNoaW5pdC5tcDQVAALIARIAFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSWtQdkNGRmVmMDhNZHdFQU9CMFh4NElPdlZnYnN0VEFRQUYVAgLIARIAKAAYABsCiAd1c2Vfb2lsATEScHJvZ3Jlc3NpdmVfcmVjaXBlATEVAAAmspac_p_ck1kVAigCQzMsF0BZQhysCDEnGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX-B2XmnQEA&_nc_gid=uLOXlBhEJADMISHJohA8jQ&edm=AL-3X8kEAAAA&_nc_zt=28&oh=00_Afe1o1apodiR1zWtEo2gdRrvCXACAnVYF6xuKvrlF4J0Sw&oe=68FA8156,https://www.instagram.com/reel/DP5rUh9if0t/,2025-10-17T07:03:45+0000,2169,1,https://scontent-ord5-3.cdninstagram.com/v/t51.71878-15/566165046_1363590675418270_3978109224498707087_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=106&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0xJUFMuYmVzdF9pbWFnZV91cmxnZW4uQzMifQ%3D%3D&_nc_ohc=KEIfT4VYyrIQ7kNvwEgQng_&_nc_oc=AdlI8md5RsxH-gKvQJVBDLMprHnBIfAqb3QEXdq_1xTxQG6Fanz6IK_hOlguTVo72f8&_nc_zt=23&_nc_ht=scontent-ord5-3.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=uLOXlBhEJADMISHJohA8jQ&oh=00_Afd03f3UgQnjd5270AXOqTm0iKpcdnT7p3Kh5d6SrRDx8Q&oe=68FE6D7B
18079798978858961,"Sobat TN’ers, dunia udah berubah. Kalau dulu banyak yang cuma ngincer kuliah ke Amerika atau Eropa, sekarang China mulai jadi magnet baru buat mahasiswa dari seluruh dunia — termasuk Indonesia! ✨

Bayangin, bukan cuma kuliah gratis lewat beasiswa, tapi kamu juga bisa belajar di negara dengan teknologi paling cepat berkembang, ekonomi terbesar kedua di dunia, dan budaya yang luar biasa kaya. Dari kampus top di Beijing sampai riset inovatif di Shanghai, semua bisa kamu raih kalau berani ambil langkah pertama. 💪

Tapi inget, peluang besar datang buat yang siap.
Siapin bahasa, mental, dan strategi — karena kesempatan kayak gini nggak datang dua kali!

🎯 Jadi, siapa tahu giliran kamu yang berangkat berikutnya? 😉
Dan kalau kamu butuh panduan, Minol siap bantu mentoring dari nol — biar mimpi kuliah ke luar negeri nggak cuma jadi wacana, tapi kenyataan! 🚀

#BeasiswaChina #StudyAbroad #TitikNolEnglish #ScholarshipHunter #KuliahLuarNegeri",CAROUSEL_ALBUM,FEED,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/567316929_18345370540204388_1231480088158257933_n.webp?stp=dst-jpg_e35_tt6&_nc_cat=108&ccb=1-7&_nc_sid=18de74&efg=eyJlZmdfdGFnIjoiQ0FST1VTRUxfSVRFTS5iZXN0X2ltYWdlX3VybGdlbi5DMyJ9&_nc_ohc=jbr10TBtnE0Q7kNvwEsPrZh&_nc_oc=Adl4Quppjdf6RU1yU1OiT9D1LuNXOUC6Dp6qu7Q1rBbLyzwgGzoAcLMoPAyvZA--YlM&_nc_zt=23&_nc_ht=scontent-ord5-1.cdninstagram.com&edm=AL-3X8kEAAAA&_nc_gid=uLOXlBhEJADMISHJohA8jQ&oh=00_AfcFhqtDGbeKkQq7q27_ql5aPRtMswnUWiSqDHKuicuqTg&oe=68FE58E1,https://www.instagram.com/p/DP3jrMmiTA9/,2025-10-16T11:15:04+0000,1699,7,
